HRGM name,Genome name,GTDB Taxonomy,Member Count,Continents,Country,Study.x,Genome type,16S rRNA,Quality,Completeness (%),Contamination (%),N50 (bp),Genome Length (bp),phylum,class,order,family,genus,species,sample,V1,Assay,Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center,Name3,Collection_Date,Consent,DATASTORE,filetype,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,Lat_Lon,Library,Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,REPLICATE,samp_collect_device,Sample,Name2,SRA,Study.y,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,Freq
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12533943,63,AMPLICON,600,431339473,PRJNA549977,SAMN15902718,Metagenome,or,environmental,247485649,CEDARS-SINAI,MEDICAL,CENTER,2018-01-05,public,SRX9023859,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,66,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,SIBO-replicate,replicate,9,Upper,endoscopy,66Duodenal,aspirate,SRP279051,0.0021482495035131657
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12533947,67,AMPLICON,600,220803848,PRJNA549977,SAMN15902715,Metagenome,or,environmental,129229304,CEDARS-SINAI,MEDICAL,CENTER,2017-11-21,public,SRX9023855,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,55,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,33,Upper,endoscopy,55Duodenal,aspirate,SRP279051,0.0015992514548414355
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12533948,68,AMPLICON,600,153779962,PRJNA549977,SAMN15902714,Metagenome,or,environmental,91100221,CEDARS-SINAI,MEDICAL,CENTER,2017-11-21,public,SRX9023854,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,54,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,32,Upper,endoscopy,54Duodenal,aspirate,SRP279051,0.002817263867913667
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12533952,72,AMPLICON,599,96396584,PRJNA549977,SAMN15902710,Metagenome,or,environmental,58099603,CEDARS-SINAI,MEDICAL,CENTER,2017-11-10,public,SRX9023850,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,48,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,29,Upper,endoscopy,48Duodenal,aspirate,SRP279051,0.00219067368532993
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12533953,73,AMPLICON,600,197840442,PRJNA549977,SAMN15902709,Metagenome,or,environmental,120608648,CEDARS-SINAI,MEDICAL,CENTER,2017-11-10,public,SRX9023849,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,47,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,SIBO-replicate,replicate,6,Upper,endoscopy,47Duodenal,aspirate,SRP279051,0.0015397242493844284
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12533956,76,AMPLICON,601,380212914,PRJNA549977,SAMN15902706,Metagenome,or,environmental,221633332,CEDARS-SINAI,MEDICAL,CENTER,2017-10-25,public,SRX9023846,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,42,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,27,Upper,endoscopy,42Duodenal,aspirate,SRP279051,0.0020252933249073008
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12533978,98,AMPLICON,600,177952116,PRJNA549977,SAMN15902812,Metagenome,or,environmental,102185431,CEDARS-SINAI,MEDICAL,CENTER,2018-08-16,public,SRX9023824,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,217,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,SIBO-replicate,replicate,41,Upper,endoscopy,217Duodenal,aspirate,SRP279051,0.019403433125017057
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12533999,119,AMPLICON,600,65276165,PRJNA549977,SAMN15902793,Metagenome,or,environmental,37894410,CEDARS-SINAI,MEDICAL,CENTER,2018-05-23,public,SRX9023803,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,162,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,91,Upper,endoscopy,162Duodenal,aspirate,SRP279051,0.0015936019831491346
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12534004,124,AMPLICON,600,58242812,PRJNA549977,SAMN15902788,Metagenome,or,environmental,33343841,CEDARS-SINAI,MEDICAL,CENTER,2018-05-14,public,SRX9023798,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,155,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,88,Upper,endoscopy,155Duodenal,aspirate,SRP279051,0.0015330267279877357
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12534005,125,AMPLICON,600,46402178,PRJNA549977,SAMN15902787,Metagenome,or,environmental,27383862,CEDARS-SINAI,MEDICAL,CENTER,2018-05-08,public,SRX9023797,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,154,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,87,Upper,endoscopy,154Duodenal,aspirate,SRP279051,0.0051817683038345086
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12534009,129,AMPLICON,597,350868940,PRJNA549977,SAMN15902784,Metagenome,or,environmental,197563426,CEDARS-SINAI,MEDICAL,CENTER,2018-05-04,public,SRX9023793,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,151,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,SIBO-replicate,replicate,24,Upper,endoscopy,151Duodenal,aspirate,SRP279051,0.0068683082886732754
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12534010,130,AMPLICON,600,265184835,PRJNA549977,SAMN15902783,Metagenome,or,environmental,172699403,CEDARS-SINAI,MEDICAL,CENTER,2018-05-02,public,SRX9023792,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,150,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,85,Upper,endoscopy,150Duodenal,aspirate,SRP279051,0.0011260312717503579
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12534011,131,AMPLICON,599,420252918,PRJNA549977,SAMN15902782,Metagenome,or,environmental,274108019,CEDARS-SINAI,MEDICAL,CENTER,2018-05-02,public,SRX9023791,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,149,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,84,Upper,endoscopy,149Duodenal,aspirate,SRP279051,0.029538287018529338
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12534013,133,AMPLICON,600,246067873,PRJNA549977,SAMN15902780,Metagenome,or,environmental,160980823,CEDARS-SINAI,MEDICAL,CENTER,2018-05-01,public,SRX9023789,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,146,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,SIBO-replicate,replicate,23,Upper,endoscopy,146Duodenal,aspirate,SRP279051,0.0013418657016076975
HRGM_Genome_0004,GUT_GENOME096243,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_R,25,Africa;NA;Asia;North America;Europe,Denmark;South Korea;South Africa;NA;Sweden;Japan;United States,NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI,MAG;Isolate,Direct,HQ,99.32,0,832312,1895632,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R,SRR12534019,139,AMPLICON,601,130137378,PRJNA549977,SAMN15902677,Metagenome,or,environmental,91558877,CEDARS-SINAI,MEDICAL,CENTER,missing,public,SRX9023783,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,2,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,2,Upper,endoscopy,2Duodenal,aspirate,SRP279051,0.005623258468459395
